BV Index,Tempature,Class
-0.05,10795.07392,1
-0.05,10795.07392,1
-0.05,10795.07392,1
-0.06,10941.16853,1
-0.06,10941.16853,1
-0.06,10941.16853,1
-0.06,10941.16853,1
-0.06,10941.16853,1
-0.06,10941.16853,1
-0.06,10941.16853,1
-0.07,11091.76123,1
-0.07,11091.76123,1
-0.07,11091.76123,1
-0.07,11091.76123,1
-0.07,11091.76123,1
-0.07,11091.76123,1
-0.07,11091.76123,1
-0.07,11091.76123,1
-0.07,11091.76123,1
-0.08,11247.07336,1
-0.08,11247.07336,1
-0.08,11247.07336,1
-0.08,11247.07336,1
-0.08,11247.07336,1
-0.08,11247.07336,1
-0.08,11247.07336,1
-0.09,11407.3413,1
-0.09,11407.3413,1
-0.09,11407.3413,1
-0.09,11407.3413,1
-0.1,11572.81773,1
-0.1,11572.81773,1
-0.1,11572.81773,1
-0.1,11572.81773,1
-0.1,11572.81773,1
-0.1,11572.81773,1
-0.1,11572.81773,1
-0.1,11572.81773,1
-0.1,11572.81773,0
-0.11,11743.77313,1
-0.11,11743.77313,1
-0.11,11743.77313,1
-0.11,11743.77313,1
-0.11,11743.77313,1
-0.11,11743.77313,1
-0.11,11743.77313,1
-0.11,11743.77313,1
-0.11,11743.77313,1
-0.11,11743.77313,1
-0.12,11920.49736,1
-0.12,11920.49736,1
-0.12,11920.49736,1
-0.12,11920.49736,1
-0.12,11920.49736,1
-0.12,11920.49736,1
-0.13,12103.30141,1
-0.13,12103.30141,1
-0.13,12103.30141,1
-0.13,12103.30141,1
-0.13,12103.30141,1
-0.13,12103.30141,1
-0.13,12103.30141,1
-0.14,12292.51942,1
-0.14,12292.51942,1
-0.14,12292.51942,1
-0.15,12488.51085,1
-0.15,12488.51085,1
-0.15,12488.51085,1
-0.15,12488.51085,1
-0.15,12488.51085,1
-0.16,12691.66294,1
-0.16,12691.66294,1
-0.16,12691.66294,1
-0.16,12691.66294,1
-0.17,12902.39349,1
-0.17,12902.39349,1
-0.17,12902.39349,1
-0.17,12902.39349,1
-0.17,12902.39349,1
-0.19,13348.43276,1
-0.2,13584.75951,1
-0.22,14086.90687,1
-0.23,14354.03424,1
-0.23,14354.03424,1
-0.24,14632.83517,0
-0.25,14924.1235,0
